# CVS $Revision: 1.1 $ $Author: eddyanthony $ -- Sun Aug 28 10:39:54 2005 -- reformated by prettylst.pl v1.35 (build 469)
SOURCELONG:Legends of Excalibur - Arthurian Adventures|SOURCESHORT:LOE|SOURCEWEB:http://www.rpgobjects.com/index.php?page=ex

# Spell Name					Classes of caster
Call Lightning.MOD				CLASSES:Minstrel,Blue Knight=3
Call Lightning Storm.MOD			CLASSES:Minstrel,Blue Knight=5
Calm Animals.MOD					CLASSES:Minstrel,Blue Knight=1
Calm Emotions.MOD					CLASSES:Hermit,White Knight,Priest=2
Cat's Grace (Mass).MOD				CLASSES:Hedge Mage,Minstrel=6
Cat's Grace.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=2
Cause Fear.MOD					CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=1
Changestaff.MOD					CLASSES:Minstrel=7
Charm Animal.MOD					CLASSES:Minstrel,Blue Knight=1
Charm Monster (Mass).MOD			CLASSES:Hedge Mage=8
Charm Monster.MOD					CLASSES:Hedge Mage,Red Knight=4
Charm Person.MOD					CLASSES:Hedge Mage,Red Knight=1
Chill Metal.MOD					CLASSES:Minstrel,Blue Knight=2
Clairaudience/Clairvoyance.MOD		CLASSES:Hedge Mage,Red Knight=3
Cloudkill.MOD					CLASSES:Hedge Mage,Red Knight=5
Color Spray.MOD					CLASSES:Hedge Mage,Red Knight=1
Command (Greater).MOD				CLASSES:Hermit,White Knight,Priest=5
Command.MOD						CLASSES:Hermit,White Knight,Priest=1
Command Plants.MOD				CLASSES:Minstrel,Blue Knight=4
Commune.MOD						CLASSES:Hermit,White Knight,Priest=5
Commune with Nature.MOD				CLASSES:Minstrel,Blue Knight=5
Comprehend Languages.MOD			CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=1
Confusion.MOD					CLASSES:Hedge Mage,Red Knight=4
Consecrate.MOD					CLASSES:Hermit,White Knight,Priest=2
Contagion.MOD					CLASSES:Hedge Mage,Red Knight=4|Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Continual Flame.MOD				CLASSES:Hedge Mage,Red Knight=2|Hermit,White Knight,Priest=3
Control Plants.MOD				CLASSES:Minstrel=8
Control Water.MOD					CLASSES:Hedge Mage=6|Hermit,White Knight,Minstrel,Blue Knight,Priest=4
Control Weather.MOD				CLASSES:Hedge Mage,Hermit,Minstrel,Priest=7
Control Winds.MOD					CLASSES:Minstrel,Blue Knight=5
Create Food and Water.MOD			CLASSES:Hermit,White Knight,Priest=3
Create Water.MOD					CLASSES:Crusader=1|Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Creeping Doom.MOD					CLASSES:Minstrel=7
Crushing Despair.MOD				CLASSES:Hedge Mage,Red Knight=4
Cure Critical Wounds (Mass).MOD		CLASSES:Hermit,Priest=8|Minstrel=9
Cure Critical Wounds.MOD			CLASSES:Hermit,White Knight,Priest=4|Minstrel,Blue Knight=5
Cure Light Wounds (Mass).MOD			CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=5
Cure Light Wounds.MOD				CLASSES:Crusader,Hermit,White Knight,Minstrel,Blue Knight,Priest=1
Cure Minor Wounds.MOD				CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Cure Moderate Wounds (Mass).MOD		CLASSES:Hermit,Priest=6|Minstrel=7
Cure Moderate Wounds.MOD			CLASSES:Crusader,Minstrel,Blue Knight=3|Hermit,White Knight,Priest=2
Cure Serious Wounds (Mass).MOD		CLASSES:Hermit,Priest=7|Minstrel=8
Cure Serious Wounds.MOD				CLASSES:Crusader,Minstrel,Blue Knight=4|Hermit,White Knight,Priest=3
Curse Water.MOD					CLASSES:Hermit,White Knight,Priest=1
Dancing Lights.MOD				CLASSES:Hedge Mage,Red Knight=0
Darkness.MOD					CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=2
Darkvision.MOD					CLASSES:Hedge Mage,Red Knight=2
Daylight.MOD					CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Daze Monster.MOD					CLASSES:Hedge Mage,Red Knight=2
Daze.MOD						CLASSES:Hedge Mage,Red Knight=0
Death Knell.MOD					CLASSES:Hermit,White Knight,Priest=2
Death Ward.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=4|Minstrel,Blue Knight=5
Deathwatch.MOD					CLASSES:Hermit,White Knight,Priest=1
Deep Slumber.MOD					CLASSES:Hedge Mage,Red Knight=3
Deeper Darkness.MOD				CLASSES:Hermit,White Knight,Priest=3
Delay Poison.MOD					CLASSES:Crusader,Hermit,White Knight,Minstrel,Blue Knight,Priest=2
Demand.MOD						CLASSES:Hedge Mage=8
Desecrate.MOD					CLASSES:Hermit,White Knight,Priest=2
Detect Animals or Plants.MOD			CLASSES:Minstrel,Blue Knight=1
Detect Magic.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=0
Detect Poison.MOD					CLASSES:Crusader=1|Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Detect Scrying.MOD				CLASSES:Hedge Mage,Red Knight=4
Detect Secret Doors.MOD				CLASSES:Hedge Mage,Red Knight=1
Detect Snares and Pits.MOD			CLASSES:Minstrel,Blue Knight=1
Detect Thoughts.MOD				CLASSES:Hedge Mage,Red Knight=2
Dimension Door.MOD				CLASSES:Hedge Mage,Red Knight=4
Diminish Plants.MOD				CLASSES:Minstrel,Blue Knight=3
Discern Lies.MOD					CLASSES:Crusader=3|Hermit,White Knight,Priest=4
Discern Location.MOD				CLASSES:Hedge Mage,Hermit,Priest=8
Disguise Self.MOD					CLASSES:Hedge Mage,Red Knight=1
Dispel Magic (Greater).MOD			CLASSES:Hedge Mage,Hermit,Minstrel,Priest=6
Dispel Magic.MOD					CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Priest=3|Minstrel,Blue Knight=4
Displacement.MOD					CLASSES:Hedge Mage,Red Knight=3
Divination.MOD					CLASSES:Hermit,White Knight,Priest=4
Divine Favor.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=1
Divine Power.MOD					CLASSES:Hermit,White Knight,Priest=4
Dominate Animal.MOD				CLASSES:Minstrel,Blue Knight=3
Dominate Monster.MOD				CLASSES:Hedge Mage=9
Dominate Person.MOD				CLASSES:Hedge Mage,Red Knight=5
Doom.MOD						CLASSES:Hermit,White Knight,Priest=1
Dream.MOD						CLASSES:Hedge Mage,Red Knight=5
Eagle's Splendor (Mass).MOD			CLASSES:Hedge Mage,Hermit,Priest=6
Eagle's Splendor.MOD				CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Priest=2
Earthquake.MOD					CLASSES:Hermit,Minstrel,Priest=8
Elemental Swarm.MOD				CLASSES:Minstrel=9
Endure Elements.MOD				CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=1
Energy Drain.MOD					CLASSES:Hermit,Priest=9
Entangle.MOD					CLASSES:Minstrel,Blue Knight=1
Enthrall.MOD					CLASSES:Hermit,White Knight,Priest=2
Entropic Shield.MOD				CLASSES:Hermit,White Knight,Priest=1
Erase.MOD						CLASSES:Hedge Mage,Red Knight=1
Expeditious Retreat.MOD				CLASSES:Hedge Mage,Red Knight=1
Explosive Runes.MOD				CLASSES:Hedge Mage,Red Knight=3
Fabricate.MOD					CLASSES:Hedge Mage,Red Knight=5
Faerie Fire.MOD					CLASSES:Minstrel,Blue Knight=1
False Life.MOD					CLASSES:Hedge Mage,Red Knight=2
False Vision.MOD					CLASSES:Hedge Mage,Red Knight=5
Fear.MOD						CLASSES:Hedge Mage,Red Knight=4
Feather Fall.MOD					CLASSES:Hedge Mage,Red Knight=1
Feeblemind.MOD					CLASSES:Hedge Mage,Red Knight=5
Find the Path.MOD					CLASSES:Hermit,Minstrel,Priest=6
Find Traps.MOD					CLASSES:Hermit,White Knight,Priest=2
Finger of Death.MOD				CLASSES:Minstrel=8
Fire Seeds.MOD					CLASSES:Minstrel=6
Fire Shield.MOD					CLASSES:Hedge Mage,Red Knight=4
Fire Storm.MOD					CLASSES:Minstrel=7
Fire Trap.MOD					CLASSES:Hedge Mage,Red Knight=4|Minstrel,Blue Knight=2
Flame Arrow.MOD					CLASSES:Hedge Mage,Red Knight=3
Flame Blade.MOD					CLASSES:Minstrel,Blue Knight=2
Flame Strike.MOD					CLASSES:Minstrel,Blue Knight=4
Flaming Sphere.MOD				CLASSES:Minstrel,Blue Knight=2
Flare.MOD						CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=0
Flesh to Stone.MOD				CLASSES:Hedge Mage=6
Fly.MOD						CLASSES:Hedge Mage,Red Knight=3
Fog Cloud.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=2
Foresight.MOD					CLASSES:Hedge Mage,Minstrel=9
Fox's Cunning (Mass).MOD			CLASSES:Hedge Mage=6
Fox's Cunning.MOD					CLASSES:Hedge Mage,Red Knight=2
Freedom of Movement.MOD				CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=4
Freedom.MOD						CLASSES:Hedge Mage=9
Geas (Lesser).MOD					CLASSES:Hedge Mage,Red Knight=4
Geas/Quest.MOD					CLASSES:Hedge Mage,Hermit,Priest=6
Gentle Repose.MOD					CLASSES:Hermit,White Knight,Priest=2
Ghost Sound.MOD					CLASSES:Hedge Mage,Red Knight=0
Giant Vermin.MOD					CLASSES:Minstrel,Blue Knight=4
Glitterdust.MOD					CLASSES:Hedge Mage,Red Knight=2
Globe of Invulnerability (Lesser).MOD	CLASSES:Hedge Mage,Red Knight=4
Globe of Invulnerability.MOD			CLASSES:Hedge Mage=6
Glyph of Warding (Greater).MOD		CLASSES:Hermit,Priest=6
Glyph of Warding.MOD				CLASSES:Hermit,White Knight,Priest=3
Goodberry.MOD					CLASSES:Minstrel,Blue Knight=1
Grease.MOD						CLASSES:Hedge Mage,Red Knight=1
Guards and Wards.MOD				CLASSES:Hedge Mage=6
Guidance.MOD					CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Gust of Wind.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=2
Hallow.MOD						CLASSES:Hermit,White Knight,Priest=5
Hallucinatory Terrain.MOD			CLASSES:Hedge Mage,Red Knight=4
Harm.MOD						CLASSES:Hermit,Priest=6
Haste.MOD						CLASSES:Hedge Mage,Red Knight=3
Heal (Mass).MOD					CLASSES:Hermit,Priest=9
Heal Mount.MOD					CLASSES:Crusader=3
Heal.MOD						CLASSES:Hermit,Priest=6|Minstrel=7
Heat Metal.MOD					CLASSES:Minstrel,Blue Knight=2
Heroes' Feast.MOD					CLASSES:Hermit,Priest=6
Heroism (Greater).MOD				CLASSES:Hedge Mage=6
Heroism.MOD						CLASSES:Hedge Mage,Red Knight=3
Hide from Animals.MOD				CLASSES:Minstrel,Blue Knight=1
Hold Animal.MOD					CLASSES:Minstrel,Blue Knight=2
Hold Monster (Mass).MOD				CLASSES:Hedge Mage=9
Hold Monster.MOD					CLASSES:Hedge Mage,Red Knight=5
Hold Person (Mass).MOD				CLASSES:Hedge Mage=7
Hold Person.MOD					CLASSES:Hedge Mage,Red Knight=3|Hermit,White Knight,Priest=2
Hold Portal.MOD					CLASSES:Hedge Mage,Red Knight=1
Holy Sword.MOD					CLASSES:Crusader=4
Hypnotic Pattern.MOD				CLASSES:Hedge Mage,Red Knight=2
Hypnotism.MOD					CLASSES:Hedge Mage,Red Knight=1
Ice Storm.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=4
Identify.MOD					CLASSES:Hedge Mage,Red Knight=1
Illusory Script.MOD				CLASSES:Hedge Mage,Red Knight=3
Illusory Wall.MOD					CLASSES:Hedge Mage,Red Knight=4
Imbue with Spell Ability.MOD			CLASSES:Hermit,White Knight,Priest=4
Imprisonment.MOD					CLASSES:Hedge Mage=9
Inflict Critical Wounds (Mass).MOD		CLASSES:Hermit,Priest=8
Inflict Critical Wounds.MOD			CLASSES:Hermit,Priest=4
Inflict Light Wounds (Mass).MOD		CLASSES:Hermit,White Knight,Priest=5
Inflict Light Wounds.MOD			CLASSES:Crusader,Hermit,White Knight,Priest=1
Inflict Minor Wounds.MOD			CLASSES:Hermit,White Knight,Priest=0
Inflict Moderate Wounds (Mass).MOD		CLASSES:Hermit,Priest=6
Inflict Moderate Wounds.MOD			CLASSES:Crusader=3|Hermit,White Knight,Priest=2
Inflict Serious Wounds (Mass).MOD		CLASSES:Hermit,Priest=7
Inflict Serious Wounds.MOD			CLASSES:Crusader=4|Hermit,White Knight,Priest=3
Insanity.MOD					CLASSES:Hedge Mage=7
Insect Plague.MOD					CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=5
Invisibility (Greater).MOD			CLASSES:Hedge Mage,Red Knight=4
Invisibility (Mass).MOD				CLASSES:Hedge Mage=7
Invisibility Purge.MOD				CLASSES:Hermit,White Knight,Priest=3
Invisibility Sphere.MOD				CLASSES:Hedge Mage,Red Knight=3
Invisibility.MOD					CLASSES:Hedge Mage,Red Knight=2
Ironwood.MOD					CLASSES:Minstrel=6
Jump.MOD						CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=1
Keen Edge.MOD					CLASSES:Hedge Mage,Red Knight=3
Knock.MOD						CLASSES:Hedge Mage,Red Knight=2
Know Direction.MOD				CLASSES:Minstrel,Blue Knight=0
Legend Lore.MOD					CLASSES:Hedge Mage=6
Levitate.MOD					CLASSES:Hedge Mage,Red Knight=2
Light.MOD						CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Limited Wish.MOD					CLASSES:Hedge Mage=7
Liveoak.MOD						CLASSES:Minstrel=6
Locate Creature.MOD				CLASSES:Hedge Mage,Red Knight=4
Locate Object.MOD					CLASSES:Hedge Mage,Red Knight=2|Hermit,White Knight,Priest=3
Longstrider.MOD					CLASSES:Minstrel,Blue Knight=1
Mage Armor.MOD					CLASSES:Hedge Mage,Red Knight=1
Mage Hand.MOD					CLASSES:Hedge Mage,Red Knight=0
Magic Fang (Greater).MOD			CLASSES:Minstrel,Blue Knight=3
Magic Fang.MOD					CLASSES:Minstrel,Blue Knight=1
Magic Jar.MOD					CLASSES:Hedge Mage,Red Knight=5
Magic Stone.MOD					CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=1
Magic Vestment.MOD				CLASSES:Hermit,White Knight,Priest=3
Magic Weapon (Greater).MOD			CLASSES:Crusader,Hedge Mage,Red Knight=3|Hermit,White Knight,Priest=4
Magic Weapon.MOD					CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Priest=1
Major Creation.MOD				CLASSES:Hedge Mage,Red Knight=5
Major Image.MOD					CLASSES:Hedge Mage,Red Knight=3
Make Whole.MOD					CLASSES:Hermit,White Knight,Priest=2
Mark of Justice.MOD				CLASSES:Crusader=4|Hermit,White Knight,Priest=5
Maze.MOD						CLASSES:Hedge Mage=8
Meld into Stone.MOD				CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Mending.MOD						CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=0
Message.MOD						CLASSES:Hedge Mage,Red Knight=0
Mind Blank.MOD					CLASSES:Hedge Mage=8
Mind Fog.MOD					CLASSES:Hedge Mage,Red Knight=5
Minor Creation.MOD				CLASSES:Hedge Mage,Red Knight=4
Minor Image.MOD					CLASSES:Hedge Mage,Red Knight=2
Miracle.MOD						CLASSES:Hermit,Priest=9
Mirage Arcana.MOD					CLASSES:Hedge Mage,Red Knight=5
Mirror Image.MOD					CLASSES:Hedge Mage,Red Knight=2
Misdirection.MOD					CLASSES:Hedge Mage,Red Knight=2
Mislead.MOD						CLASSES:Hedge Mage=6
Moment of Prescience.MOD			CLASSES:Hedge Mage=8
Mortal Sin.MOD					CLASSES:Hermit,Priest=7
Mount.MOD						CLASSES:Hedge Mage,Red Knight=1
Move Earth.MOD					CLASSES:Hedge Mage,Minstrel=6
Neutralize Poison.MOD				CLASSES:Crusader,Hermit,White Knight,Minstrel,Blue Knight,Priest=4
Nightmare.MOD					CLASSES:Hedge Mage,Red Knight=5
Nondetection.MOD					CLASSES:Hedge Mage,Red Knight=3
Obscure Object.MOD				CLASSES:Hedge Mage,Red Knight=2|Hermit,White Knight,Priest=3
Obscuring Mist.MOD				CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=1
Open/Close.MOD					CLASSES:Hedge Mage,Red Knight=0
Overland Flight.MOD				CLASSES:Hedge Mage,Red Knight=5
Owl's Wisdom (Mass).MOD				CLASSES:Hedge Mage,Hermit,Minstrel,Priest=6
Owl's Wisdom.MOD					CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=2
Pass without Trace.MOD				CLASSES:Minstrel,Blue Knight=1
Passwall.MOD					CLASSES:Hedge Mage,Red Knight=5
Permanent Image.MOD				CLASSES:Hedge Mage=6
Persistent Image.MOD				CLASSES:Hedge Mage,Red Knight=5
Phantasmal Killer.MOD				CLASSES:Hedge Mage,Red Knight=4
Phantom Steed.MOD					CLASSES:Hedge Mage,Red Knight=3
Phase Door.MOD					CLASSES:Hedge Mage=7
Plant Growth.MOD					CLASSES:Minstrel,Blue Knight=3
Poison.MOD						CLASSES:Hermit,White Knight,Priest=4|Minstrel,Blue Knight=3
Polymorph Any Object.MOD			CLASSES:Hedge Mage=8
Polymorph.MOD					CLASSES:Hedge Mage,Red Knight=4
Power Word Blind.MOD				CLASSES:Hedge Mage=7
Power Word Kill.MOD				CLASSES:Hedge Mage=9
Power Word Stun.MOD				CLASSES:Hedge Mage=8
Prayer.MOD						CLASSES:Crusader,Hermit,White Knight,Priest=3
Prestidigitation.MOD				CLASSES:Hedge Mage,Red Knight=0
Produce Flame.MOD					CLASSES:Minstrel,Blue Knight=1
Programmed Image.MOD				CLASSES:Hedge Mage=6
Project Image.MOD					CLASSES:Hedge Mage=7
Protection from Arrows.MOD			CLASSES:Hedge Mage,Red Knight=2
Protection from Energy.MOD			CLASSES:Hedge Mage,Red Knight,Hermit,Priest,White Knight,Minstrel,Blue Knight=3
Protection from Spells.MOD			CLASSES:Hedge Mage=8
Prying Eyes (Greater).MOD			CLASSES:Hedge Mage=8
Prying Eyes.MOD					CLASSES:Hedge Mage,Red Knight=5
Purify Food and Drink.MOD			CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Pyrotechnics.MOD					CLASSES:Hedge Mage,Red Knight=2
Quench.MOD						CLASSES:Minstrel,Blue Knight=3
Rage.MOD						CLASSES:Hedge Mage,Red Knight=3
Rainbow Pattern.MOD				CLASSES:Hedge Mage,Red Knight=4
Ray of Enfeeblement.MOD				CLASSES:Hedge Mage,Red Knight=1
Ray of Exhaustion.MOD				CLASSES:Hedge Mage,Red Knight=3
Read Magic.MOD					CLASSES:Crusader=1|Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Reduce Animal.MOD					CLASSES:Minstrel,Blue Knight=2
Refuge.MOD						CLASSES:Hedge Mage=9|Hermit,Priest=7
Regenerate.MOD					CLASSES:Hermit,Priest=7|Minstrel=9
Reincarnate.MOD					CLASSES:Minstrel,Blue Knight=4
Remove Blindness/Deafness.MOD			CLASSES:Crusader,Hermit,White Knight,Priest=3
Remove Curse.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=3|Hedge Mage,Red Knight=4
Remove Fear.MOD					CLASSES:Hermit,White Knight,Priest=1
Remove Paralysis.MOD				CLASSES:Crusader,Hermit,White Knight,Priest=2
Repel Metal or Stone.MOD			CLASSES:Minstrel=8
Repel Vermin.MOD					CLASSES:Hermit,White Knight,Minstrel,Blue Knight,Priest=4
Repel Wood.MOD					CLASSES:Minstrel=6
Repulsion.MOD					CLASSES:Hedge Mage=6|Hermit,Priest=7
Resist Energy.MOD					CLASSES:Crusader,Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=2
Resistance.MOD					CLASSES:Crusader=1|Hedge Mage,Red Knight,Hermit,White Knight,Minstrel,Blue Knight,Priest=0
Restoration (Greater).MOD			CLASSES:Hermit,Priest=7
Restoration (Lesser).MOD			CLASSES:Crusader=1|Hermit,White Knight,Minstrel,Blue Knight,Priest=2
Restoration.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=4
Reverse Gravity.MOD				CLASSES:Minstrel=8
Rusting Grasp.MOD					CLASSES:Minstrel,Blue Knight=4
Sanctuary.MOD					CLASSES:Hermit,White Knight,Priest=1
Scare.MOD						CLASSES:Hedge Mage,Red Knight=2
Scintillating Pattern.MOD			CLASSES:Hedge Mage=8
Screen.MOD						CLASSES:Hedge Mage=8
Scrying (Greater).MOD				CLASSES:Hedge Mage,Hermit,Minstrel,Priest=7
Scrying.MOD						CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=4|Hermit,White Knight,Priest=5
Searing Light.MOD					CLASSES:Hermit,White Knight,Priest=3
Secret Page.MOD					CLASSES:Hedge Mage,Red Knight=3
See Invisibility.MOD				CLASSES:Hedge Mage,Red Knight=2
Seeming.MOD						CLASSES:Hedge Mage,Red Knight=5
Sending.MOD						CLASSES:Hedge Mage,Red Knight=5|Hermit,White Knight,Priest=4
Sepia Snake Sigil.MOD				CLASSES:Hedge Mage,Red Knight=3
Sequester.MOD					CLASSES:Hedge Mage=7
Shadow Walk.MOD					CLASSES:Hedge Mage=6
Shambler.MOD					CLASSES:Minstrel=9
Shapechange.MOD					CLASSES:Minstrel=9
Shatter.MOD						CLASSES:Hedge Mage,Red Knight,Hermit,White Knight,Priest=2
Shield of Faith.MOD				CLASSES:Hermit,White Knight,Priest=1
Shield Other.MOD					CLASSES:Crusader,Hermit,White Knight,Priest=2
Shield.MOD						CLASSES:Hedge Mage,Red Knight=1
Shillelagh.MOD					CLASSES:Minstrel,Blue Knight=1
Shout (Greater).MOD				CLASSES:Hedge Mage=8
Shout.MOD						CLASSES:Hedge Mage,Red Knight=4
Silence.MOD						CLASSES:Hermit,White Knight,Priest=2
Silent Image.MOD					CLASSES:Hedge Mage,Red Knight=1
Sleep.MOD						CLASSES:Hedge Mage,Red Knight=1
Sleet Storm.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=3
Slow.MOD						CLASSES:Hedge Mage,Red Knight=3
Snare.MOD						CLASSES:Minstrel,Blue Knight=3
Soften Earth and Stone.MOD			CLASSES:Minstrel,Blue Knight=2
Solid Fog.MOD					CLASSES:Hedge Mage,Red Knight=4
Sound Burst.MOD					CLASSES:Hermit,White Knight,Priest=2
Speak with Animals.MOD				CLASSES:Minstrel,Blue Knight=1
Speak with Dead.MOD				CLASSES:Hermit,White Knight,Priest=3
Speak with Plants.MOD				CLASSES:Minstrel,Blue Knight=3
Spell Immunity (Greater).MOD			CLASSES:Hermit,Priest=8
Spell Immunity.MOD				CLASSES:Hermit,White Knight,Priest=4
Spell Resistance.MOD				CLASSES:Hermit,White Knight,Priest=5
Spell Turning.MOD					CLASSES:Hedge Mage=7
Spellstaff.MOD					CLASSES:Minstrel=6
Spider Climb.MOD					CLASSES:Hedge Mage,Red Knight,Minstrel,Blue Knight=2
Spike Growth.MOD					CLASSES:Minstrel,Blue Knight=3
Spike Stones.MOD					CLASSES:Minstrel,Blue Knight=4
Statue.MOD						CLASSES:Hedge Mage=7
Stinking Cloud.MOD				CLASSES:Hedge Mage,Red Knight=3
Stone Shape.MOD					CLASSES:Hedge Mage,Red Knight=4|Hermit,White Knight,Minstrel,Blue Knight,Priest=3
Stone Tell.MOD					CLASSES:Minstrel=6
Stoneskin.MOD					CLASSES:Hedge Mage,Red Knight=4|Minstrel,Blue Knight=5
Stone to Flesh.MOD				CLASSES:Hedge Mage=6
Storm of Vengeance.MOD				CLASSES:Hermit,Minstrel,Priest=9
Suggestion (Mass).MOD				CLASSES:Hedge Mage=6
Suggestion.MOD					CLASSES:Hedge Mage,Red Knight=3
Summon Nature's Ally I.MOD			CLASSES:Minstrel,Blue Knight=1
Summon Nature's Ally II.MOD			CLASSES:Minstrel,Blue Knight=2
Summon Nature's Ally III.MOD			CLASSES:Minstrel,Blue Knight=3
Summon Nature's Ally IV.MOD			CLASSES:Minstrel,Blue Knight=4
Summon Nature's Ally V.MOD			CLASSES:Minstrel,Blue Knight=5
Summon Nature's Ally VI.MOD			CLASSES:Minstrel=6
Summon Nature's Ally VII.MOD			CLASSES:Minstrel=7
Summon Nature's Ally VIII.MOD			CLASSES:Minstrel=8
Summon Nature's Ally IX.MOD			CLASSES:Minstrel=9
