# CVS $Revision$ $Author$ -- Sun Aug 31 13:24:25 2008 -- reformated by prettylst.pl v1.38 (build 7233)
#SOURCELONG:Modern System Reference Document - Basics	SOURCESHORT:MSRD	SOURCEWEB:http://www.wizards.com/D20/article.asp?x=msrd

# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object				Plural description for UI				Display Location
ABILITYCATEGORY:Heir Occupation Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Occupation	TYPE:Heir_Skills				PLURAL:Heir Occupation Skills				DISPLAYLOCATION:Background
ABILITYCATEGORY:Outcast Occupation Skills			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Occupation	TYPE:Outcast_Skills			PLURAL:Outcast Occupation Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Scavenger Occupation Skills		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Occupation	TYPE:Scavenger_Skills			PLURAL:Scavenger Occupation Skills			DISPLAYLOCATION:Background
ABILITYCATEGORY:Transporter Occupation Skills		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Occupation	TYPE:Transporter_Skills			PLURAL:Transporter Occupation Skills		DISPLAYLOCATION:Background

# Ability Category						Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object	Type of Object				Plural description for UI				Display Location
ABILITYCATEGORY:Astronaut Trainee Feat			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Astronaut_Trainee			PLURAL:Astronaut Trainee Feats			DISPLAYLOCATION:Feats
ABILITYCATEGORY:Colonist Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Colonist				PLURAL:Colonist Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Gladiator Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Gladiator				PLURAL:Gladiator Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Outcast Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Outcast				PLURAL:Outcast Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Transporter Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Transporter				PLURAL:Transporter Feats				DISPLAYLOCATION:Feats

#Block: Class Feats
ABILITYCATEGORY:Ambassador Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Ambassador				PLURAL:Ambassador Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Dogfighter Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Dogfighter				PLURAL:Dogfighter Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Dreadnought Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Dreadnought				PLURAL:Dreadnought Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Engineer Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Engineer				PLURAL:Engineer Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Explorer Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Explorer				PLURAL:Explorer Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:FieldOfficer Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:FieldOfficer				PLURAL:Field Officer Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:HelixWarrior Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:HelixWarrior				PLURAL:Helix Warrior Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:SpaceMonkey Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:SpaceMonkey				PLURAL:Space Monkey Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Swindler Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Swindler				PLURAL:Swindler Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Technosavant Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Technosavant				PLURAL:Technosavant Feats				DISPLAYLOCATION:Feats
ABILITYCATEGORY:Tracer Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Tracer					PLURAL:Tracer Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Xenophile Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Xenophile				PLURAL:Xenophile Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:Xenotype Feat					VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:Xenotype				PLURAL:Xenotype Feats					DISPLAYLOCATION:Feats
ABILITYCATEGORY:XenotypeBonus Feat				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:FEAT		TYPE:XenotypeBonus			PLURAL:XenotypeBonus Feats				DISPLAYLOCATION:Feats

#
## EOF
#
